locus_tag,n_barcodes,n_barcodes_central,scaffold,begin,end,gene_strand,desc,insertion_index,insertion_probability,tn_interval,essentiality,uniprot,protein,protein_name,gene_name,length
H16_A0478,32,25,NC_008313.1,504698,506005,+,gene,1.4231974350566545,0.9975421832228051,671.8125,non-essential,Q0KEE3,Q0KEE3_CUPNH,Dehydrogenase related to lactate dehydrogenases (EC 1.1.1.-),ldhA H16_A0478,435
H16_A0479,10,7,NC_008313.1,506050,507084,+,gene,0.5059660626877496,0.13672738596754958,669,non-essential,Q0KEE2,PYRC_CUPNH,Dihydroorotase (DHOase) (EC 3.5.2.3),pyrC H16_A0479,344
H16_A0490,3,0,NC_008313.1,516183,517424,+,gene,0,1.7135798079486046e-6,662,essential,Q0KED1,Q0KED1_CUPNH,Tyrosine--tRNA ligase (EC 6.1.1.1) (Tyrosyl-tRNA synthetase) (TyrRS),tyrS H16_A0490,413
H16_A0493,32,25,NC_008313.1,518660,519334,+,gene,2.79307139537378,0.999999966041527,664.25,non-essential,Q0KEC8,Q0KEC8_CUPNH,Phosphoglycerate mutase 2 protein (EC 5.4.2.1),pgam2 H16_A0493,224
H16_A0499,30,20,NC_008313.1,523432,524589,-,gene,1.319548450520232,0.9878968148086074,655.1666666666666,non-essential,NA,NA,NA,NA,NA
H16_A0501,8,6,NC_008313.1,525438,527012,-,gene,0.2939048849285104,0.002925355732621858,648.625,non-essential,Q0KEC0,PUR9_CUPNH,Bifunctional purine biosynthesis protein PurH [Includes: Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3) (AICAR transformylase); IMP cyclohydrolase (EC 3.5.4.10) (ATIC) (IMP synthase) (Inosinicase)],purH H16_A0501,524
H16_A0504,0,0,NC_008313.1,528614,529852,NA,gene,0,2.1620820098534626e-6,652,essential,Q0KEB7,Q0KEB7_CUPNH,2-Polyprenyl-6-methoxyphenol hydroxylase or related FAD-dependent oxidoreductase (EC 1.14.13.-),ubiH H16_A0504,412
H16_A0513,11,9,NC_008313.1,538897,540000,+,gene,0.6486140558990008,0.3276998945825994,628.9090909090909,non-essential,Q0KEA8,Q0KEA8_CUPNH,4-hydroxythreonine-4-phosphate dehydrogenase (EC 1.1.1.262) (4-(phosphohydroxy)-L-threonine dehydrogenase),pdxA pdxA1 H16_A0513,367
H16_A0515,0,0,NC_008313.1,540917,541951,NA,gene,0,2.963697832423068e-5,625,essential,Q0KEA6,Q0KEA6_CUPNH,Tryptophanyl-tRNA synthetase (EC 6.1.1.2),trpS H16_A0515,344
H16_A0517,8,5,NC_008313.1,542922,543329,-,gene,0.9788860625419306,0.7714607250060721,627.75,non-essential,Q0KEA4,Q0KEA4_CUPNH,Lactoylglutathione lyase (EC 4.4.1.5) (Glyoxalase I),gloA1 H16_A0517,135
H16_A0519,11,5,NC_008313.1,544270,545034,-,gene,0.515315166755988,0.21230282160402336,634.7272727272727,non-essential,Q0KEA2,Q0KEA2_CUPNH,1-Acylglycerol-3-phosphate O-acyltransferase (EC 2.3.1.51),plsC1 H16_A0519,254
H16_A0520,2,2,NC_008313.1,545076,545663,-,gene,0.26701841893053785,0.06148142037659956,638,non-essential,Q0KEA1,Q0KEA1_CUPNH,"D,D-heptose 1,7-bisphosphate phosphatase (EC 3.1.3.-)",H16_A0520,195
H16_A0521,0,0,NC_008313.1,545685,547808,NA,gene,0,2.658184557073543e-10,638,essential,Q0KEA0,Q0KEA0_CUPNH,Glycine--tRNA ligase beta subunit (EC 6.1.1.14) (Glycyl-tRNA synthetase beta subunit) (GlyRS),glyS H16_A0521,707
H16_A0523,0,0,NC_008313.1,548471,549418,NA,gene,0,6.446723000572935e-5,632,essential,Q0KE98,Q0KE98_CUPNH,Glycine--tRNA ligase alpha subunit (EC 6.1.1.14) (Glycyl-tRNA synthetase alpha subunit) (GlyRS),glyQ H16_A0523,342
H16_A0535,6,5,NC_008313.1,563008,563277,+,pseudogene,1.0430617617730382,0.8107541158888456,891,non-essential,NA,NA,NA,NA,NA
H16_A0547,25,18,NC_008313.1,574046,575212,+,gene,0.8985676831131176,0.7386491638166757,860.72,non-essential,Q0KE75,SUCC_CUPNH,Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta),sucC H16_A0547,388
H16_A0548,9,7,NC_008313.1,575312,576193,+,gene,0.4646500852964799,0.08572862309771748,855,non-essential,Q0KE74,Q0KE74_CUPNH,Succinate--CoA ligase [ADP-forming] subunit alpha (EC 6.2.1.5) (Succinyl-CoA synthetase subunit alpha) (SCS-alpha),sucD H16_A0548,293
H16_A0561,22,20,NC_008313.1,587125,588045,-,gene,1.2479408975190933,0.979070195920581,869.7727272727273,non-essential,Q0KE61,Q0KE61_CUPNH,Branched-chain-amino-acid aminotransferase (BCAT) (EC 2.6.1.42),ilvE H16_A0561,306
H16_A0566,2,0,NC_008313.1,595182,596378,+,gene,0,3.536797066176592e-8,888,essential,Q0KE56,Q0KE56_CUPNH,Phosphoglycerate kinase (EC 2.7.2.3),pgk H16_A0566,398
H16_A0567,37,27,NC_008313.1,596433,597869,+,gene,1.0622727916528965,0.9407278500082983,885.027027027027,non-essential,Q0KE55,Q0KE55_CUPNH,Pyruvate kinase (EC 2.7.1.40),pyk1 H16_A0567,478
H16_A0568,3,0,NC_008313.1,597920,598984,+,gene,0,2.6475884750768793e-7,882,essential,Q0KE54,Q0KE54_CUPNH,"Fructose-1,6-bisphosphate aldolase (FBP aldolase) (EC 4.1.2.13)",fba H16_A0568,354
H16_A0569,5,3,NC_008313.1,599089,599997,+,gene,0.18666467557679384,0.0011101717335812542,884.8,ambiguous,Q0KE53,PUR7_CUPNH,Phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6) (SAICAR synthetase),purC H16_A0569,302
H16_A0570,2,1,NC_008313.1,600157,600654,+,gene,0.1368756758236494,0.01949136658563043,735,essential,Q0KE52,Q0KE52_CUPNH,N5-carboxyaminoimidazole ribonucleotide mutase (N5-CAIR mutase) (EC 5.4.99.18) (5-(carboxyamino)imidazole ribonucleotide mutase),purE H16_A0570,165
H16_A0571,4,3,NC_008313.1,600697,601941,+,gene,0.16405275936741257,2.5967219703452353e-4,735,ambiguous,Q0KE51,Q0KE51_CUPNH,N5-carboxyaminoimidazole ribonucleotide synthase (N5-CAIR synthase) (EC 6.3.4.18) (5-(carboxyamino)imidazole ribonucleotide synthetase),purK H16_A0571,414
H16_A0578,42,34,NC_008313.1,607933,609186,-,gene,1.8334375876275317,0.9999957278551739,739.0238095238095,non-essential,Q0KE44,Q0KE44_CUPNH,2-Polyprenyl-6-methoxyphenol hydroxylase or related FAD-dependent oxidoreductase (EC 1.14.13.-),H16_A0578,417
H16_A0597,16,14,NC_008313.1,629920,631422,+,gene,0.6495407655612522,0.2578828242853346,718.4375,non-essential,Q0KE26,Q0KE26_CUPNH,N-Acetylmuramoyl-L-alanine amidase (EC 3.5.1.28),amiC H16_A0597,500
H16_A0602,11,10,NC_008313.1,635307,636065,-,gene,0.9573738851381107,0.7788009796719593,689.9090909090909,non-essential,Q0KE21,Q0KE21_CUPNH,Short-chain alcohol dehydrogenase/3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.-),H16_A0602,252
H16_A0603,1,0,NC_008313.1,636282,636947,-,gene,0,6.364895428441139e-4,688,essential,Q0KE20,KAD_CUPNH,Adenylate kinase (AK) (EC 2.7.4.3) (ATP-AMP transphosphorylase) (ATP:AMP phosphotransferase) (Adenylate monophosphate kinase),adk H16_A0603,221
H16_A0604,3,0,NC_008313.1,637329,638138,-,gene,0,1.2469155090231974e-4,690,essential,Q0KE19,KDSB_CUPNH,3-deoxy-manno-octulosonate cytidylyltransferase (EC 2.7.7.38) (CMP-2-keto-3-deoxyoctulosonic acid synthase) (CKS) (CMP-KDO synthase),kdsB H16_A0604,269
H16_A0606,0,0,NC_008313.1,638335,639438,NA,gene,0,4.5351261491230035e-6,691,essential,Q0KE17,LPXK_CUPNH,Tetraacyldisaccharide 4'-kinase (EC 2.7.1.130) (Lipid A 4'-kinase),lpxK H16_A0606,367
H16_A0615,29,25,NC_008313.1,651368,652153,+,gene,2.4803063674425063,0.9999996792747965,642.2758620689655,non-essential,Q0KE08,Q0KE08_CUPNH,"2,4-dihydroxyhept-2-ene-1,7-dioic acid aldolase (EC 4.1.2.-)",hpaI1 H16_A0615,274
H16_A0624,2,1,NC_008313.1,661859,662251,+,gene,0.18924483740083567,0.07564914337928944,674,ambiguous,Q0KDZ9,Q0KDZ9_CUPNH,5-Carboxymethyl-2-hydroxymuconate isomerase (EC 5.3.3.10),hpaF H16_A0624,130
H16_A0633,23,20,NC_008313.1,673308,674228,-,gene,1.7559879188031184,0.9995510018158202,617.7826086956521,non-essential,Q0KDZ0,Q0KDZ0_CUPNH,"Protocatechuate 3,4-dioxygenase beta subunit (EC 1.13.11.-)",pcaH2 H16_A0633,325
H16_A0640,8,7,NC_008313.1,679192,679722,+,gene,1.0144045445323595,0.8077341504269235,651,non-essential,Q0KDY3,Q0KDY3_CUPNH,"NAD-dependent formate dehydrogenase gamma subunit (EC 1.2.1.2)",fdsG H16_A0640,176
H16_A0641,28,25,NC_008313.1,679719,681281,+,gene,1.229272015278376,0.9851024793478647,651.5357142857143,non-essential,Q0KDY2,Q0KDY2_CUPNH,"NAD-dependent formate dehydrogenase beta subunit (EC 1.2.1.2)",fdsB H16_A0641,520
H16_A0642,29,23,NC_008313.1,681317,684196,+,gene,0.6089089199332424,0.100497777345766,656.8620689655172,non-essential,Q0KDY1,Q0KDY1_CUPNH,"NAD-dependent formate dehydrogenase alpha subunit (EC 1.2.1.2)",fdsA H16_A0642,959
H16_A0644,1,1,NC_008313.1,685075,685299,+,gene,0.341828921461387,0.32111279004727095,653,non-essential,Q0KDX9,Q0KDX9_CUPNH,"NAD-dependent formate dehydrogenase delta subunit (EC 1.2.1.2)",fdsD H16_A0644,74
H16_A0666,18,17,NC_008313.1,715582,716631,-,gene,1.1054509134275872,0.9264090554446265,733.1666666666666,non-essential,Q07251,LDH_CUPNH,L-lactate dehydrogenase (EC 1.1.1.27),ldh H16_A0666,349
H16_A0670,38,29,NC_008313.1,719740,720975,-,gene,1.5995763880462002,0.9997887063790472,734.921052631579,non-essential,Q0KDV3,Q0KDV3_CUPNH,Acetate kinase (EC 2.7.2.1) (Acetokinase),ackA2 ackA H16_A0670,487
H16_A0674,14,10,NC_008313.1,725374,725913,+,gene,1.2023903751317082,0.9248642248014036,772.2142857142857,non-essential,Q0KDU9,Q0KDU9_CUPNH,"Adenylate cyclase, class 2 (EC 4.6.1.1)",H16_A0674,179
H16_A0679,20,16,NC_008313.1,728599,729540,-,gene,1.0892501650011641,0.9136335428047295,779.5,non-essential,Q0KDU4,Q0KDU4_CUPNH,Lactate dehydrogenase or related dehydrogenase (EC 1.1.1.-),H16_A0679,313
H16_A0689,25,22,NC_008313.1,738515,739600,+,gene,1.3149479698996458,0.9901595741290543,770.52,non-essential,Q0KDT4,Q0KDT4_CUPNH,Predicted ornithine cyclodeaminase (EC 4.3.1.12),H16_A0689,361
H16_A0695,31,27,NC_008313.1,747446,749143,-,gene,1.0238372053339644,0.9197894414216877,774.0967741935484,non-essential,Q0KDS8,Q0KDS8_CUPNH,Urocanate hydratase (Urocanase) (EC 4.2.1.49) (Imidazolonepropionate hydrolase),hutU2 hutU H16_A0695,565
H16_A0699,27,22,NC_008313.1,754479,755567,-,gene,1.560230573710966,0.9986854355085981,649.0370370370371,non-essential,Q0KDS4,Q0KDS4_CUPNH,Acyltransferase family protein (EC 2.3.1.-),H16_A0699,354
H16_A0711,28,22,NC_008313.1,768178,769548,-,gene,1.1930456285723583,0.9730636701723953,674.4642857142857,non-essential,Q0KDR2,Q0KDR2_CUPNH,Flp pilus assembly ATPase CpaF (EC 3.6.1.-),cpaF1 H16_A0711,456
H16_A0728,37,22,NC_008313.1,785844,787220,-,gene,1.1569010197556624,0.96437669731426,690.6486486486486,non-essential,Q0KDP5,Q0KDP5_CUPNH,"Response regulator containing CheY-like receiver, AAA-type ATPase, and DNA-binding domains (EC 3.6.1.-)",H16_A0728,458
H16_A0734,0,0,NC_008313.1,792992,794284,NA,gene,0,5.735642431493007e-7,688,essential,Q0KDN9,GSA_CUPNH,"Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)",hemL H16_A0734,430
H16_A0745,42,38,NC_008313.1,808487,809923,-,gene,1.7295683361552607,0.9999943986600954,766.7857142857143,non-essential,Q0KDM8,Q0KDM8_CUPNH,"NAD-dependent aldehyde dehydrogenase (EC 1.2.1.3)",H16_A0745,478
H16_A0746,1,0,NC_008313.1,810125,810652,+,gene,0,0.001342377374190248,781,essential,Q0KDM7,Q0KDM7_CUPNH,Inorganic pyrophosphatase (EC 3.6.1.1) (Pyrophosphate phospho-hydrolase) (PPase),ppa H16_A0746,175
H16_A0749,3,0,NC_008313.1,812800,814848,+,gene,0,9.117815114618818e-12,763,essential,Q0KDM4,Q0KDM4_CUPNH,Glutamine-dependent NAD(+) synthetase (EC 6.3.5.1) (NAD(+) synthase [glutamine-hydrolyzing]),nadE H16_A0749,682
H16_A0753,2,0,NC_008313.1,816939,817904,-,gene,0,7.661891631871458e-6,757.3333333333334,essential,Q0KDM0,Q0KDM0_CUPNH,Thioredoxin reductase (EC 1.8.1.9),H16_A0753,330
H16_A0757,23,16,NC_008313.1,822016,823116,-,gene,0.9581985866570847,0.8105156341910019,759,non-essential,Q0KDL6,ADH_CUPNH,Alcohol dehydrogenase (EC 1.1.1.1) (EC 1.1.1.4) (EC 1.2.1.3),adh H16_A0757,366
H16_A0764,2,0,NC_008313.1,830233,831537,+,gene,0,2.662486194431335e-7,717.5,essential,Q0KDK9,SYS_CUPNH,Serine--tRNA ligase (EC 6.1.1.11) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser/Sec) synthetase),serS H16_A0764,434
H16_A0767,23,21,NC_008313.1,832814,833944,+,gene,1.2941553479429093,0.9867083816177873,719.3913043478261,non-essential,Q0KDK7,Q0KDK7_CUPNH,"Putative membrane-associated phospholipid phosphatase, PAP2 superfamily (EC 3.1.3.2)",pgpB H16_A0767,376
H16_A0770,19,14,NC_008313.1,836335,837618,+,gene,0.766286880292853,0.5069436777121699,710.9473684210526,non-essential,Q0KDK4,Q0KDK4_CUPNH,D-amino acid dehydrogenase (EC 1.4.99.-),dadA2 dadA H16_A0770,429
H16_A0782,11,10,NC_008313.1,852576,853844,+,gene,0.4922868496398429,0.06789357917711056,800.1818181818181,non-essential,Q0KDJ2,Q0KDJ2_CUPNH,Cytosine deaminase or related metal-dependent hydrolase (EC 3.5.4.-),ssnA H16_A0782,422
H16_A0784,28,25,NC_008313.1,854533,856254,+,gene,0.9136124602121773,0.7851854195322999,796.0357142857143,non-essential,Q0KDJ0,Q0KDJ0_CUPNH,Gamma-glutamyltransferase 2 (EC 2.3.2.2),ggt2a H16_A0784,573
H16_A0786,7,7,NC_008313.1,857446,858120,-,gene,0.6523716505375542,0.37370355414709516,796,non-essential,Q0KDI8,Q0KDI8_CUPNH,Phosphoglycolate phosphatase (PGP) (PGPase) (EC 3.1.3.18),gph H16_A0786,224
H16_A0787,0,0,NC_008313.1,858117,858875,NA,gene,0,6.352365052527711e-5,792,essential,Q0KDI7,Q0KDI7_CUPNH,Ubiquinone biosynthesis O-methyltransferase (2-polyprenyl-6-hydroxyphenol methylase) (EC 2.1.1.222) (3-demethylubiquinone 3-O-methyltransferase) (EC 2.1.1.64),ubiG H16_A0787,252
H16_A0791,0,0,NC_008313.1,863572,864729,NA,gene,0,5.043772064931826e-7,776,essential,Q0KDI3,Q0KDI3_CUPNH,Phosphoserine aminotransferase (EC 2.6.1.52) (Phosphohydroxythreonine aminotransferase) (PSAT),serC H16_A0791,398
H16_A0792,22,20,NC_008313.1,864838,865998,+,gene,1.1305827360001386,0.9489834779468307,762.5454545454545,non-essential,Q0KDI2,Q0KDI2_CUPNH,"Prephenate dehydratase, Chorismate mutase (EC 5.4.99.5)",pheA H16_A0792,386
H16_A0793,23,12,NC_008313.1,866027,867154,+,gene,0.696841449987689,0.3847071481543995,761.1304347826087,non-essential,Q0KDI1,Q0KDI1_CUPNH,Histidinol-phosphate aminotransferase (EC 2.6.1.9) (Imidazole acetol-phosphate transaminase),hisC hisC1 H16_A0793,375
H16_A0794,19,14,NC_008313.1,867263,868159,+,gene,1.0225785340314135,0.8580129215249892,764.6842105263158,non-essential,Q0KDI0,Q0KDI0_CUPNH,Prephenate dehydrogenase (EC 1.3.1.12),tyrA H16_A0794,298
H16_A0795,21,10,NC_008313.1,868201,869505,+,gene,0.5005686459818354,0.07657898135179095,765,non-essential,Q0KDH9,AROA_CUPNH,3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS),aroA H16_A0795,434
H16_A0797,5,3,NC_008313.1,869865,870533,+,gene,0.2982083641481976,0.04027622643344615,753,non-essential,Q0KDH7,KCY_CUPNH,Cytidylate kinase (CK) (EC 2.7.4.25) (Cytidine monophosphate kinase) (CMP kinase),cmk H16_A0797,222
H16_A0802,38,29,NC_008313.1,874758,876140,+,gene,1.4643469128205462,0.999106967104569,719.421052631579,non-essential,Q0KDH2,Q0KDH2_CUPNH,UDP-glucose 6-dehydrogenase (EC 1.1.1.22),ugd H16_A0802,460
H16_A0803,17,12,NC_008313.1,876221,877168,+,gene,0.8751101180231846,0.6928332044964384,724.3529411764706,non-essential,Q0KDH1,Q0KDH1_CUPNH,D-beta-D-heptose 7-phophosphate kinase,hldA H16_A0803,315
H16_A0804,21,18,NC_008313.1,877197,878192,+,gene,1.2306430109732336,0.9710988473000794,734.1428571428571,non-essential,Q0KDH0,HLDD_CUPNH,ADP-L-glycero-D-manno-heptose-6-epimerase (EC 5.1.3.20) (ADP-L-glycero-beta-D-manno-heptose-6-epimerase) (ADP-glyceromanno-heptose 6-epimerase) (ADP-hep 6-epimerase) (AGME),hldD H16_A0804,331
H16_A0807,11,10,NC_008313.1,880391,881293,+,gene,0.7677613920435352,0.5302785454074437,722,non-essential,Q0KDG7,Q0KDG7_CUPNH,Cysteine synthase (EC 2.5.1.47),cysK1 H16_A0807,300
H16_A0810,13,11,NC_008313.1,883549,884358,+,gene,0.9187184712524638,0.7445632598530281,740,non-essential,Q0KDG4,Q0KDG4_CUPNH,Enoyl-CoA hydratase/carnithine racemase (EC 4.2.1.17),H16_A0810,269
H16_A0816,36,27,NC_008313.1,889066,890850,+,gene,1.0502801135692206,0.9357987681698042,719.3055555555555,non-essential,Q0KDF8,Q0KDF8_CUPNH,Acyl-CoA dehydrogenase (EC 1.3.99.3),H16_A0816,594
H16_A0817,19,9,NC_008313.1,890926,892230,-,gene,0.4936938834619132,0.08149387324174993,700.421052631579,non-essential,Q0KDF7,Q0KDF7_CUPNH,D-amino acid dehydrogenase (EC 1.4.99.-),dadA1 dadA H16_A0817,434
H16_A0827,19,13,NC_008313.1,903618,904790,-,gene,1.67555138529433,0.9956833118762765,330.42105263157896,non-essential,Q0KDE7,Q0KDE7_CUPNH,Response regulator containing an adenylate cyclase effector domain (EC 4.6.1.1),cycR1 H16_A0827,390
H16_A0831,23,19,NC_008313.1,908633,910183,-,gene,1.9034261671007813,0.9998100992600989,321.0869565217391,non-essential,Q0KDE3,Q0KDE3_CUPNH,Monoamine oxidase (Flavin containing) (EC 1.4.3.4),maoB H16_A0831,497
H16_A0841,21,15,NC_008313.1,923062,924411,+,gene,1.5705293312057895,0.995043543220808,354.3333333333333,non-essential,Q0KDD3,Q0KDD3_CUPNH,D-amino-acid dehydrogenase (EC 1.4.99.1),dadA3 H16_A0841,449
H16_A0843,7,6,NC_008313.1,925449,926738,+,gene,0.6519287311511106,0.39517382837145326,357.14285714285717,non-essential,Q0KDD1,Q0KDD1_CUPNH,Acyl-CoA dehydrogenase (EC 1.3.99.3),H16_A0843,429
H16_A0845,10,8,NC_008313.1,927219,928697,+,gene,0.731448634019676,0.48783833437122515,369.9,non-essential,Q0KDC9,Q0KDC9_CUPNH,L-Amino-acid oxidase (EC 1.4.3.2),lao1 H16_A0845,472
H16_A0850,4,4,NC_008313.1,932208,933326,+,gene,0.46586165772212285,0.18279056276409408,384,non-essential,Q0KDC4,Q0KDC4_CUPNH,"NAD(P) transhydrogenase subunit alpha 1 (EC 1.6.1.2)",pntAa1 H16_A0850,372
H16_A0851,2,2,NC_008313.1,933349,933699,+,gene,0.7440476190476191,0.6359282310025101,384,non-essential,Q0KDC3,Q0KDC3_CUPNH,"NAD(P) transhydrogenase subunit alpha 2 (EC 1.6.1.2)",pntAb1 H16_A0851,116
H16_A0852,6,5,NC_008313.1,933696,935168,+,gene,0.4411349520045172,0.10881340755085811,384.8333333333333,non-essential,Q0KDC2,Q0KDC2_CUPNH,"NAD(P) transhydrogenase subunit beta (EC 7.1.1.1) (Nicotinamide nucleotide transhydrogenase subunit beta)",pntB1 H16_A0852,490
H16_A0856,16,14,NC_008313.1,938792,940096,-,gene,1.4071054732329917,0.9846082847862656,381.25,non-essential,Q0KDB8,Q0KDB8_CUPNH,L-Amino-acid oxidase (EC 1.4.3.2),lao2 H16_A0856,434
H16_A0857,14,12,NC_008313.1,940184,941515,-,gene,1.2316636080353733,0.9457072539373041,367.5,non-essential,NA,NA,NA,NA,NA
H16_A0861,8,6,NC_008313.1,946595,947768,-,pseudogene,0.6978307004457092,0.4681442266456206,366.125,non-essential,NA,NA,NA,NA,NA
H16_A0865,3,2,NC_008313.1,953716,954501,+,gene,0.21482046379738132,0.020529282245860113,593,ambiguous,Q0KDA9,Q0KDA9_CUPNH,Enoyl-CoA hydratase/carnithine racemase (EC 4.2.1.17),H16_A0865,261
H16_A0866,9,9,NC_008313.1,954548,956119,+,gene,0.48631877222882053,0.07385832443404358,589.3333333333334,non-essential,Q0KDA8,Q0KDA8_CUPNH,Acyl-CoA synthetase (AMP-forming)/AMP-acid ligase II (EC 6.2.1.-),H16_A0866,523
H16_A0867,8,8,NC_008313.1,956142,957317,+,gene,0.5824222087702122,0.2313135279173209,584.5,non-essential,Q0KDA7,Q0KDA7_CUPNH,Acetyl-CoA acetyltransferase (EC 2.3.1.9),H16_A0867,391
H16_A0868,10,9,NC_008313.1,957372,958571,+,gene,0.6532864141316572,0.33713835194323266,574.5,non-essential,Q0KDA6,Q0KDA6_CUPNH,Acetyl-CoA acetyltransferase (EC 2.3.1.9),H16_A0868,399
H16_A0871,18,11,NC_008313.1,959638,961194,+,gene,0.6234046508253878,0.24920265815594597,566.2222222222222,non-essential,Q0KDA3,Q0KDA3_CUPNH,Acyl-CoA synthetase (AMP-forming)/AMP-acid ligase II (EC 6.2.1.-),H16_A0871,518
H16_A0872,6,6,NC_008313.1,961215,962411,+,gene,0.4396780246688273,0.08047810521876336,570.5,non-essential,Q0KDA2,Q0KDA2_CUPNH,Acetyl-CoA acetyltransferase (EC 2.3.1.9),H16_A0872,398
H16_A0873,7,7,NC_008313.1,962464,963243,+,gene,0.7813808115197857,0.5737222968117925,574.8571428571429,non-essential,Q0KDA1,Q0KDA1_CUPNH,Enoyl-CoA hydratase/carnithine racemase (EC 4.2.1.17),H16_A0873,259
H16_A0893,32,20,NC_008313.1,984710,985837,-,gene,1.7162697220844438,0.999356142913318,519.625,non-essential,Q0KD82,Q0KD82_CUPNH,Glucose/sorbosone dehydrogenase (EC 1.1.1.-),H16_A0893,375
H16_A0913,5,0,NC_008313.1,1005011,1005745,-,gene,0,9.177410869861544e-4,591.6,essential,Q0KD62,Q0KD62_CUPNH,Probable nicotinate-nucleotide adenylyltransferase (EC 2.7.7.18) (Deamido-NAD(+) diphosphorylase) (Deamido-NAD(+) pyrophosphorylase) (Nicotinate mononucleotide adenylyltransferase) (NaMN adenylyltransferase),nadD H16_A0913,244
H16_A0914,0,0,NC_008313.1,1005756,1006667,NA,gene,0,1.6060738423660898e-4,595,essential,Q0KD61,Q0KD61_CUPNH,Oxygen-dependent coproporphyrinogen-III oxidase (CPO) (Coprogen oxidase) (Coproporphyrinogenase) (EC 1.3.3.3),hemF H16_A0914,303
H16_A0915,6,4,NC_008313.1,1006846,1008114,-,gene,0.2633200444484235,0.006439696033956964,599.1666666666666,non-essential,Q0KD60,Q0KD60_CUPNH,Phosphoribosylamine--glycine ligase (EC 6.3.4.13) (GARS) (Glycinamide ribonucleotide synthetase) (Phosphoribosylglycinamide synthetase),purD H16_A0915,422
H16_A0917,48,39,NC_008313.1,1009144,1010670,+,gene,2.087991159766659,0.9999999666201349,610.8958333333334,non-essential,Q0KD58,Q0KD58_CUPNH,Predicted ATPase (EC 3.6.1.-),H16_A0917,508
H16_A0918,27,21,NC_008313.1,1011015,1011665,-,gene,2.5887573964497044,0.9999987926406568,626.2222222222222,non-essential,Q0KD57,Q0KD57_CUPNH,Uracil phosphoribosyltransferase (EC 2.4.2.9) (UMP pyrophosphorylase) (UPRTase),upp upp1 H16_A0918,216
H16_A0922,16,15,NC_008313.1,1017401,1018561,-,gene,1.0055236767308413,0.8511981897017353,643.1875,non-essential,Q0KD53,Q0KD53_CUPNH,2-Polyprenyl-6-methoxyphenol hydroxylase or related FAD-dependent oxidoreductase (EC 1.14.13.-),H16_A0922,386
H16_A0923,16,16,NC_008313.1,1018911,1019663,+,gene,1.641712634620436,0.997288719970933,648.5,non-essential,Q0KD52,Q0KD52_CUPNH,Maleate isomerase (EC 5.2.1.1) (Maleate cis-trans isomerase),maiA H16_A0923,250
H16_A0926,7,5,NC_008313.1,1021591,1022226,+,gene,0.5992401634727166,0.34291336059749783,657,non-essential,Q0KD49,Q0KD49_CUPNH,N-Carbamoylsarcosine amidohydrolase (CSHase) (EC 3.5.1.59),H16_A0926,211
H16_A0932,8,8,NC_008313.1,1027917,1028315,+,gene,1.5864652749797599,0.9780888215616841,633.375,non-essential,Q0KD43,Q0KD43_CUPNH,Methylglyoxal synthase (MGS) (EC 4.2.3.3),mgsA H16_A0932,132
H16_A0938,34,30,NC_008313.1,1033164,1034726,-,gene,1.5075467791765578,0.9995636490625353,637.0588235294117,non-essential,Q0KD37,Q0KD37_CUPNH,"ABC-type transporter, ATPase component: CUT2 family (EC 3.6.3.17)",H16_A0938,520
H16_A0948,18,16,NC_008313.1,1042796,1043413,-,gene,2.0515766366452617,0.9997458538884336,632.8888888888889,non-essential,Q0KD28,Q0KD28_CUPNH,dITP/XTP pyrophosphatase (EC 3.6.1.66) (Non-canonical purine NTP pyrophosphatase) (Non-standard purine NTP pyrophosphatase) (Nucleoside-triphosphate diphosphatase) (Nucleoside-triphosphate pyrophosphatase) (NTPase),H16_A0948,205
